name_model,classifier,run,accuracy,sensitivity,specificity,precision,recall,f1,kappa
XGBClassifier_by_tasks_run8,XGBClassifier,8,0.8181818181818182,0.8260869565217391,0.8095238095238095,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.6356107660455488
RandomForestClassifier_by_tasks_run9,RandomForestClassifier,9,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6371134020618558
LogisticRegression_by_tasks_run9,LogisticRegression,9,0.7954545454545454,0.782608695652174,0.8095238095238095,0.8181818181818182,0.782608695652174,0.8,0.5909090909090908
KNeighborsClassifier_by_tasks_run9,KNeighborsClassifier,9,0.8181818181818182,0.6956521739130435,0.9523809523809523,0.9411764705882353,0.6956521739130435,0.7999999999999999,0.6400817995910021
LinearDiscriminantAnalysis_by_tasks_run9,LinearDiscriminantAnalysis,9,0.8409090909090909,0.6956521739130435,1.0,1.0,0.6956521739130435,0.8205128205128205,0.6857142857142858
GaussianNB_by_tasks_run9,GaussianNB,9,0.8636363636363636,0.7391304347826086,1.0,1.0,0.7391304347826086,0.85,0.7300613496932515
SVC_by_tasks_run9,SVC,9,0.7954545454545454,0.6086956521739131,1.0,1.0,0.6086956521739131,0.7567567567567568,0.597560975609756
DecisionTreeClassifier_by_tasks_run9,DecisionTreeClassifier,9,0.7954545454545454,0.7391304347826086,0.8571428571428571,0.85,0.7391304347826086,0.7906976744186046,0.5925925925925926
MLPClassifier_by_tasks_run9,MLPClassifier,9,0.8409090909090909,0.7391304347826086,0.9523809523809523,0.9444444444444444,0.7391304347826086,0.8292682926829269,0.6844262295081968
ExtraTreesClassifier_by_tasks_run9,ExtraTreesClassifier,9,0.8181818181818182,0.7391304347826086,0.9047619047619048,0.8947368421052632,0.7391304347826086,0.8095238095238095,0.6386036960985627
AdaBoostClassifier_by_tasks_run9,AdaBoostClassifier,9,0.8409090909090909,0.782608695652174,0.9047619047619048,0.9,0.782608695652174,0.8372093023255814,0.683127572016461
GradientBoostingClassifier_by_tasks_run9,GradientBoostingClassifier,9,0.8863636363636364,0.9130434782608695,0.8571428571428571,0.875,0.9130434782608695,0.8936170212765957,0.7717842323651453
XGBClassifier_by_tasks_run9,XGBClassifier,9,0.7727272727272727,0.782608695652174,0.7619047619047619,0.782608695652174,0.782608695652174,0.782608695652174,0.5445134575569358
RandomForestClassifier_by_tasks_run10,RandomForestClassifier,10,0.7272727272727273,0.5652173913043478,0.9047619047619048,0.8666666666666667,0.5652173913043478,0.6842105263157895,0.46232179226069253
LogisticRegression_by_tasks_run10,LogisticRegression,10,0.6363636363636364,0.5217391304347826,0.7619047619047619,0.7058823529411765,0.5217391304347826,0.6,0.280163599182004
KNeighborsClassifier_by_tasks_run10,KNeighborsClassifier,10,0.7045454545454546,0.43478260869565216,1.0,1.0,0.43478260869565216,0.6060606060606061,0.42338709677419356
LinearDiscriminantAnalysis_by_tasks_run10,LinearDiscriminantAnalysis,10,0.6363636363636364,0.43478260869565216,0.8571428571428571,0.7692307692307693,0.43478260869565216,0.5555555555555555,0.28600405679513174
GaussianNB_by_tasks_run10,GaussianNB,10,0.6136363636363636,0.2608695652173913,1.0,1.0,0.2608695652173913,0.41379310344827586,0.25199999999999995
SVC_by_tasks_run10,SVC,10,0.6363636363636364,0.30434782608695654,1.0,1.0,0.30434782608695654,0.4666666666666667,0.2945891783567134
DecisionTreeClassifier_by_tasks_run10,DecisionTreeClassifier,10,0.7272727272727273,0.5217391304347826,0.9523809523809523,0.9230769230769231,0.5217391304347826,0.6666666666666667,0.46450304259634884
MLPClassifier_by_tasks_run10,MLPClassifier,10,0.7954545454545454,0.6521739130434783,0.9523809523809523,0.9375,0.6521739130434783,0.7692307692307693,0.5959183673469387
ExtraTreesClassifier_by_tasks_run10,ExtraTreesClassifier,10,0.75,0.6086956521739131,0.9047619047619048,0.875,0.6086956521739131,0.717948717948718,0.5061224489795919
AdaBoostClassifier_by_tasks_run10,AdaBoostClassifier,10,0.7727272727272727,0.6086956521739131,0.9523809523809523,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.5519348268839104
GradientBoostingClassifier_by_tasks_run10,GradientBoostingClassifier,10,0.7727272727272727,0.6956521739130435,0.8571428571428571,0.8421052631578947,0.6956521739130435,0.761904761904762,0.5482546201232033
XGBClassifier_by_tasks_run10,XGBClassifier,10,0.75,0.6086956521739131,0.9047619047619048,0.875,0.6086956521739131,0.717948717948718,0.5061224489795919
